"./opt.out"
Atom,QA
"0 C",0.0733
"1 C",0.8002
"2 C",0.6144
"3 H",-0.1168
"4 H",-0.1168
"5 H",-0.2687
"6 O",-0.8888
"7 O",-0.6844
"8 O",-0.5546
"9 H",0.1422



"./opt_non.out"
Atom,QA
"0 C",0.0049
"1 C",0.8516
"2 C",0.6642
"3 H",-0.1296
"4 H",-0.1308
"5 H",-0.3170
"6 O",-0.7820
"7 O",-0.7423
"8 O",-0.5350
"9 H",0.1160



