filename,final_single_point_energy
"./dor_2_wat_retry_3.out",-495.263328570600
"./hm_opt_2_wat.out",-495.263319899659
"./non_2_wat_1.out",-495.254230544602
"./non_2_wat_2.out",-495.254225147870
"./vaz_2_wat.out",-495.259760754890
"./vaz_non_2_wat.out",-495.248209039892
